grid_id,week_num,crime_num,do_num,do_num_1,do_num_2,do_num_3,do_num_4,lat,long,do_spill,do_spill_1,do_spill_2,do_spill_3,do_spill_4
2_3,47,0,0,0,0,0,0,10.124999999999998,-61.825,0.15249607768058715,0.0428584761648856,0.014313534608117481,0.06880324021330636,0
2_3,48,0,0,0,0,0,0,10.124999999999998,-61.825,0,0.15249607768058715,0.0428584761648856,0.014313534608117481,0.06880324021330636
2_3,49,0,0,0,0,0,0,10.124999999999998,-61.825,0.01258835661258148,0,0.15249607768058715,0.0428584761648856,0.014313534608117481
2_3,50,0,0,0,0,0,0,10.124999999999998,-61.825,0.01452130811196128,0.01258835661258148,0,0.15249607768058715,0.0428584761648856
2_3,51,0,0,0,0,0,0,10.124999999999998,-61.825,0.02000885695952602,0.01452130811196128,0.01258835661258148,0,0.15249607768058715
2_3,52,0,0,0,0,0,0,10.124999999999998,-61.825,0,0.02000885695952602,0.01452130811196128,0.01258835661258148,0
3_2,4,0,0,0,0,0,0,10.075,-61.775000000000006,0.0059741003739238845,0.05189457738023828,0.014213836877347345,0,0
3_2,5,0,0,0,0,0,0,10.075,-61.775000000000006,0.15515178307427815,0.0059741003739238845,0.05189457738023828,0.014213836877347345,0
3_2,6,0,0,0,0,0,0,10.075,-61.775000000000006,0.1087912465756519,0.15515178307427815,0.0059741003739238845,0.05189457738023828,0.014213836877347345
3_2,7,0,0,0,0,0,0,10.075,-61.775000000000006,0.07417535130800192,0.1087912465756519,0.15515178307427815,0.0059741003739238845,0.05189457738023828
3_2,8,0,0,0,0,0,0,10.075,-61.775000000000006,0.1888635653932227,0.07417535130800192,0.1087912465756519,0.15515178307427815,0.0059741003739238845
3_2,9,0,0,0,0,0,0,10.075,-61.775000000000006,0.08490793647471022,0.1888635653932227,0.07417535130800192,0.1087912465756519,0.15515178307427815
3_2,10,0,0,0,0,0,0,10.075,-61.775000000000006,0.04208203813994144,0.08490793647471022,0.1888635653932227,0.07417535130800192,0.1087912465756519
3_2,11,0,0,0,0,0,0,10.075,-61.775000000000006,0.014220660270982599,0.04208203813994144,0.08490793647471022,0.1888635653932227,0.07417535130800192
3_2,12,0,0,0,0,0,0,10.075,-61.775000000000006,0.014124910897708206,0.014220660270982599,0.04208203813994144,0.08490793647471022,0.1888635653932227
3_2,13,0,0,0,0,0,0,10.075,-61.775000000000006,0,0.014124910897708206,0.014220660270982599,0.04208203813994144,0.08490793647471022
3_2,14,0,0,0,0,0,0,10.075,-61.775000000000006,0.014110602709204343,0,0.014124910897708206,0.014220660270982599,0.04208203813994144
3_2,15,0,0,0,0,0,0,10.075,-61.775000000000006,0,0.014110602709204343,0,0.014124910897708206,0.014220660270982599
3_2,16,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0.014110602709204343,0,0.014124910897708206
3_2,17,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0.014110602709204343,0
3_2,18,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0.014110602709204343
