lat,long,grid_id,incr
10.05,-61.85,1_1,0.1
10.15,-61.85,1_2,0.1
10.05,-61.74999999999999,2_1,0.1
10.15,-61.74999999999999,2_2,0.1
10.25,-61.75,2_3,0.1
10.649999999999999,-61.74999999999999,2_7,0.1
10.750000000000002,-61.75,2_8,0.1
10.049999999999999,-61.650000000000006,3_1,0.1
10.149999999999999,-61.650000000000006,3_2,0.1
10.25,-61.650000000000006,3_3,0.1
10.649999999999999,-61.650000000000006,3_7,0.1
10.75,-61.650000000000006,3_8,0.1
10.05,-61.55,4_1,0.1
10.15,-61.55,4_2,0.1
10.25,-61.55,4_3,0.1
10.649999999999999,-61.55,4_7,0.1
10.750000000000002,-61.55,4_8,0.1
10.05,-61.45000000000001,5_1,0.1
10.15,-61.45000000000001,5_2,0.1
10.25,-61.449999999999996,5_3,0.1
10.350000000000001,-61.45000000000001,5_4,0.1
10.45,-61.45000000000001,5_5,0.1
10.55,-61.45000000000001,5_6,0.1
10.649999999999999,-61.45000000000001,5_7,0.1
10.750000000000002,-61.449999999999996,5_8,0.1
10.05,-61.35,6_1,0.1
10.15,-61.35,6_2,0.1
10.25,-61.35,6_3,0.1
10.350000000000001,-61.35,6_4,0.1
10.45,-61.35,6_5,0.1
10.55,-61.35,6_6,0.1
10.649999999999999,-61.35,6_7,0.1
10.750000000000002,-61.35,6_8,0.1
10.85,-61.35,6_9,0.1
10.05,-61.25,7_1,0.1
10.15,-61.25,7_2,0.1
10.25,-61.25000000000001,7_3,0.1
10.350000000000001,-61.25,7_4,0.1
10.45,-61.25,7_5,0.1
10.55,-61.25,7_6,0.1
10.649999999999999,-61.25,7_7,0.1
10.750000000000002,-61.25000000000001,7_8,0.1
10.049999999999999,-61.15,8_1,0.1
10.149999999999999,-61.15,8_2,0.1
10.25,-61.150000000000006,8_3,0.1
10.350000000000001,-61.15,8_4,0.1
10.449999999999998,-61.15,8_5,0.1
10.55,-61.15,8_6,0.1
10.649999999999999,-61.15,8_7,0.1
10.75,-61.150000000000006,8_8,0.1
10.85,-61.15,8_9,0.1
10.15,-61.04999999999999,9_2,0.1
10.25,-61.05,9_3,0.1
10.350000000000001,-61.04999999999999,9_4,0.1
10.45,-61.04999999999999,9_5,0.1
10.55,-61.04999999999999,9_6,0.1
10.649999999999999,-61.04999999999999,9_7,0.1
10.750000000000002,-61.05,9_8,0.1
10.85,-61.04999999999999,9_9,0.1
10.95,-61.04999999999999,9_10,0.1
11.050000000000002,-61.04999999999999,9_11,0.1
10.15,-60.95,10_2,0.1
10.25,-60.95,10_3,0.1
10.350000000000001,-60.95,10_4,0.1
10.750000000000002,-60.95,10_8,0.1
10.85,-60.95,10_9,0.1
10.95,-60.95,10_10,0.1
11.050000000000002,-60.95,10_11,0.1
11.150000000000002,-60.85,11_12,0.1
11.150000000000002,-60.75000000000001,12_12,0.1
11.25,-60.74999999999999,12_13,0.1
11.15,-60.65,13_12,0.1
11.25,-60.650000000000006,13_13,0.1
11.350000000000001,-60.65,13_14,0.1
11.25,-60.54999999999999,14_13,0.1
11.350000000000001,-60.55,14_14,0.1
