grid_id,lat,long,week_num,crime_num,do_num,do_num_1,do_num_2,do_num_3,do_num_4,do_num_5,do_num_6,do_num_7,do_spill,do_spill_1,do_spill_2,do_spill_3,do_spill_4,do_spill_5,do_spill_6,do_spill_7
1_1,10.05,-61.85,0,0,0,,,,,,,,0,,,,,,,
1_1,10.05,-61.85,1,0,0,0,,,,,,,0,0,,,,,,
1_1,10.05,-61.85,2,0,0,0,0,,,,,,0,0,0,,,,,
1_1,10.05,-61.85,3,0,0,0,0,0,,,,,0,0,0,0,,,,
1_1,10.05,-61.85,4,0,0,0,0,0,0,,,,0,0,0,0,0,,,
1_1,10.05,-61.85,5,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,
1_1,10.05,-61.85,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
1_1,10.05,-61.85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_1,10.05,-61.85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_1,10.05,-61.85,9,0,0,0,0,0,0,0,0,0,0.13366358566916875,0,0,0,0,0,0,0
1_1,10.05,-61.85,10,0,0,0,0,0,0,0,0,0,0,0.13366358566916875,0,0,0,0,0,0
1_1,10.05,-61.85,11,0,0,0,0,0,0,0,0,0,0,0,0.13366358566916875,0,0,0,0,0
1_1,10.05,-61.85,12,0,0,0,0,0,0,0,0,0,0,0,0,0.13366358566916875,0,0,0,0
1_1,10.05,-61.85,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13366358566916875,0,0,0
1_1,10.05,-61.85,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13366358566916875,0,0
1_1,10.05,-61.85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13366358566916875,0
1_1,10.05,-61.85,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13366358566916875
1_1,10.05,-61.85,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_1,10.05,-61.85,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_1,10.05,-61.85,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_1,10.05,-61.85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
