lat,long,grid_id,incr
10.025,-61.875,1_1,0.05
10.075000000000001,-61.875,1_2,0.05
10.075,-61.825,2_2,0.05
10.124999999999998,-61.825,2_3,0.05
10.075000000000001,-61.775000000000006,3_2,0.05
10.125,-61.775000000000006,3_3,0.05
10.175,-61.775000000000006,3_4,0.05
10.674999999999999,-61.775000000000006,3_14,0.05
10.725000000000001,-61.775000000000006,3_15,0.05
10.075,-61.724999999999994,4_2,0.05
10.124999999999998,-61.72499999999999,4_3,0.05
10.175,-61.724999999999994,4_4,0.05
10.225,-61.72499999999999,4_5,0.05
10.674999999999999,-61.724999999999994,4_14,0.05
10.725,-61.72499999999999,4_15,0.05
10.075000000000001,-61.675,5_2,0.05
10.125,-61.67499999999999,5_3,0.05
10.175,-61.675,5_4,0.05
10.224999999999998,-61.67499999999999,5_5,0.05
10.674999999999999,-61.675,5_14,0.05
10.725000000000001,-61.67499999999999,5_15,0.05
10.075000000000001,-61.625,6_2,0.05
10.125,-61.62500000000001,6_3,0.05
10.175,-61.625,6_4,0.05
10.224999999999998,-61.62500000000001,6_5,0.05
10.275,-61.62500000000001,6_6,0.05
10.674999999999999,-61.625,6_14,0.05
10.725000000000001,-61.62500000000001,6_15,0.05
10.075,-61.575,7_2,0.05
10.124999999999998,-61.574999999999996,7_3,0.05
10.175,-61.575,7_4,0.05
10.225,-61.574999999999996,7_5,0.05
10.674999999999999,-61.575,7_14,0.05
10.725,-61.574999999999996,7_15,0.05
10.775,-61.574999999999996,7_16,0.05
10.075000000000001,-61.525,8_2,0.05
10.125,-61.525,8_3,0.05
10.175,-61.525,8_4,0.05
10.224999999999998,-61.525,8_5,0.05
10.625,-61.525,8_13,0.05
10.674999999999999,-61.525,8_14,0.05
10.725000000000001,-61.525,8_15,0.05
10.775,-61.525,8_16,0.05
10.075,-61.474999999999994,9_2,0.05
10.124999999999998,-61.474999999999994,9_3,0.05
10.175,-61.474999999999994,9_4,0.05
10.225,-61.474999999999994,9_5,0.05
10.275,-61.474999999999994,9_6,0.05
10.325000000000001,-61.474999999999994,9_7,0.05
10.375,-61.474999999999994,9_8,0.05
10.424999999999999,-61.474999999999994,9_9,0.05
10.475,-61.474999999999994,9_10,0.05
10.525,-61.474999999999994,9_11,0.05
10.575,-61.474999999999994,9_12,0.05
10.625,-61.474999999999994,9_13,0.05
10.674999999999999,-61.474999999999994,9_14,0.05
10.725,-61.474999999999994,9_15,0.05
10.775,-61.474999999999994,9_16,0.05
10.075000000000001,-61.42499999999999,10_2,0.05
10.125,-61.425,10_3,0.05
10.175,-61.42499999999999,10_4,0.05
10.224999999999998,-61.425,10_5,0.05
10.275,-61.425,10_6,0.05
10.325,-61.42499999999999,10_7,0.05
10.375,-61.425,10_8,0.05
10.425,-61.42499999999999,10_9,0.05
10.475,-61.425,10_10,0.05
10.525,-61.425,10_11,0.05
10.575,-61.42499999999999,10_12,0.05
10.625,-61.425,10_13,0.05
10.674999999999999,-61.42499999999999,10_14,0.05
10.725000000000001,-61.425,10_15,0.05
10.775,-61.425,10_16,0.05
10.075000000000001,-61.37499999999999,11_2,0.05
10.125,-61.375,11_3,0.05
10.175,-61.37499999999999,11_4,0.05
10.224999999999998,-61.375,11_5,0.05
10.275,-61.375,11_6,0.05
10.325,-61.37499999999999,11_7,0.05
10.375,-61.375,11_8,0.05
10.425,-61.37499999999999,11_9,0.05
10.475,-61.375,11_10,0.05
10.525,-61.375,11_11,0.05
10.575,-61.37499999999999,11_12,0.05
10.625,-61.375,11_13,0.05
10.674999999999999,-61.37499999999999,11_14,0.05
10.725000000000001,-61.375,11_15,0.05
10.775,-61.375,11_16,0.05
10.825,-61.37499999999999,11_17,0.05
10.075,-61.325,12_2,0.05
10.124999999999998,-61.325,12_3,0.05
10.175,-61.325,12_4,0.05
10.225,-61.325,12_5,0.05
10.275,-61.325,12_6,0.05
10.325000000000001,-61.325,12_7,0.05
10.375,-61.325,12_8,0.05
10.424999999999999,-61.325,12_9,0.05
10.475,-61.325,12_10,0.05
10.525,-61.325,12_11,0.05
10.575,-61.325,12_12,0.05
10.625,-61.325,12_13,0.05
10.674999999999999,-61.325,12_14,0.05
10.725,-61.325,12_15,0.05
10.775,-61.325,12_16,0.05
10.825000000000003,-61.325,12_17,0.05
10.075000000000001,-61.275,13_2,0.05
10.125,-61.275,13_3,0.05
10.175,-61.275,13_4,0.05
10.224999999999998,-61.275,13_5,0.05
10.275,-61.275,13_6,0.05
10.325,-61.275,13_7,0.05
10.375,-61.275,13_8,0.05
10.425,-61.275,13_9,0.05
10.475,-61.275,13_10,0.05
10.525,-61.275,13_11,0.05
10.575,-61.275,13_12,0.05
10.625,-61.275,13_13,0.05
10.674999999999999,-61.275,13_14,0.05
10.725000000000001,-61.275,13_15,0.05
10.775,-61.275,13_16,0.05
10.075,-61.224999999999994,14_2,0.05
10.124999999999998,-61.224999999999994,14_3,0.05
10.175,-61.224999999999994,14_4,0.05
10.225,-61.224999999999994,14_5,0.05
10.275,-61.224999999999994,14_6,0.05
10.325000000000001,-61.224999999999994,14_7,0.05
10.375,-61.224999999999994,14_8,0.05
10.424999999999999,-61.224999999999994,14_9,0.05
10.475,-61.224999999999994,14_10,0.05
10.525,-61.224999999999994,14_11,0.05
10.575,-61.224999999999994,14_12,0.05
10.625,-61.224999999999994,14_13,0.05
10.674999999999999,-61.224999999999994,14_14,0.05
10.725,-61.224999999999994,14_15,0.05
10.775,-61.224999999999994,14_16,0.05
10.075000000000001,-61.175000000000004,15_2,0.05
10.125,-61.175000000000004,15_3,0.05
10.175,-61.175000000000004,15_4,0.05
10.224999999999998,-61.175000000000004,15_5,0.05
10.275,-61.175000000000004,15_6,0.05
10.325,-61.175000000000004,15_7,0.05
10.375,-61.175000000000004,15_8,0.05
10.425,-61.175000000000004,15_9,0.05
10.475,-61.175000000000004,15_10,0.05
10.525,-61.175000000000004,15_11,0.05
10.575,-61.175000000000004,15_12,0.05
10.625,-61.175000000000004,15_13,0.05
10.674999999999999,-61.175000000000004,15_14,0.05
10.725000000000001,-61.175000000000004,15_15,0.05
10.775,-61.175000000000004,15_16,0.05
10.825,-61.175000000000004,15_17,0.05
10.075000000000001,-61.125,16_2,0.05
10.125,-61.12500000000001,16_3,0.05
10.175,-61.125,16_4,0.05
10.224999999999998,-61.12500000000001,16_5,0.05
10.275,-61.12500000000001,16_6,0.05
10.325,-61.125,16_7,0.05
10.375,-61.12500000000001,16_8,0.05
10.425,-61.125,16_9,0.05
10.475,-61.12500000000001,16_10,0.05
10.525,-61.12500000000001,16_11,0.05
10.575,-61.125,16_12,0.05
10.625,-61.12500000000001,16_13,0.05
10.674999999999999,-61.125,16_14,0.05
10.725000000000001,-61.12500000000001,16_15,0.05
10.775,-61.12500000000001,16_16,0.05
10.825,-61.125,16_17,0.05
10.124999999999998,-61.07499999999999,17_3,0.05
10.175,-61.074999999999996,17_4,0.05
10.225,-61.07499999999999,17_5,0.05
10.275,-61.07499999999999,17_6,0.05
10.325000000000001,-61.074999999999996,17_7,0.05
10.375,-61.07499999999999,17_8,0.05
10.424999999999999,-61.074999999999996,17_9,0.05
10.475,-61.07499999999999,17_10,0.05
10.525,-61.07499999999999,17_11,0.05
10.575,-61.074999999999996,17_12,0.05
10.625,-61.07499999999999,17_13,0.05
10.674999999999999,-61.074999999999996,17_14,0.05
10.725,-61.07499999999999,17_15,0.05
10.775,-61.07499999999999,17_16,0.05
10.825000000000003,-61.074999999999996,17_17,0.05
10.125,-61.025,18_3,0.05
10.175,-61.025000000000006,18_4,0.05
10.224999999999998,-61.025,18_5,0.05
10.275,-61.025,18_6,0.05
10.325,-61.025000000000006,18_7,0.05
10.375,-61.025,18_8,0.05
10.425,-61.025000000000006,18_9,0.05
10.475,-61.025,18_10,0.05
10.525,-61.025,18_11,0.05
10.575,-61.025000000000006,18_12,0.05
10.625,-61.025,18_13,0.05
10.674999999999999,-61.025000000000006,18_14,0.05
10.725000000000001,-61.025,18_15,0.05
10.775,-61.025,18_16,0.05
10.825,-61.025000000000006,18_17,0.05
10.975,-61.025,18_20,0.05
11.025,-61.025,18_21,0.05
10.124999999999998,-60.97499999999999,19_3,0.05
10.175,-60.974999999999994,19_4,0.05
10.275,-60.97499999999999,19_6,0.05
10.325000000000001,-60.974999999999994,19_7,0.05
10.725,-60.97499999999999,19_15,0.05
10.775,-60.97499999999999,19_16,0.05
10.825000000000003,-60.974999999999994,19_17,0.05
10.975,-60.97499999999999,19_20,0.05
11.024999999999999,-60.97499999999999,19_21,0.05
10.775,-60.925,20_16,0.05
10.825,-60.925,20_17,0.05
11.125,-60.824999999999996,22_23,0.05
11.175,-60.824999999999996,22_24,0.05
11.125,-60.775000000000006,23_23,0.05
11.174999999999999,-60.775000000000006,23_24,0.05
11.225000000000001,-60.775000000000006,23_25,0.05
11.175,-60.724999999999994,24_24,0.05
11.225000000000001,-60.725,24_25,0.05
11.274999999999999,-60.725,24_26,0.05
11.174999999999999,-60.675,25_24,0.05
11.225000000000001,-60.67499999999999,25_25,0.05
11.275,-60.67499999999999,25_26,0.05
11.325000000000001,-60.675,25_27,0.05
11.174999999999999,-60.625,26_24,0.05
11.225000000000001,-60.62499999999999,26_25,0.05
11.275,-60.62499999999999,26_26,0.05
11.325000000000001,-60.625,26_27,0.05
11.225000000000001,-60.574999999999996,27_25,0.05
11.274999999999999,-60.574999999999996,27_26,0.05
11.325,-60.574999999999996,27_27,0.05
11.275,-60.525,28_26,0.05
11.325000000000001,-60.525,28_27,0.05
11.375,-60.525,28_28,0.05
